player,goals,assists,rating,minutes,match_id,date,performed,surname,birth_date,Zodiac
omari forson,0,0,0.0,0,1035381,2024-01-14,0,forson,,
facundo pellistri,0,0,0.0,0,1035381,2024-01-14,0,pellistri,,
casemiro,0,0,0.0,0,1035381,2024-01-14,0,casemiro,23-02-1992,Pisces
guglielmo vicario,0,0,6.2,90,1035381,2024-01-14,0,vicario,07-10-1996,Libra
pedro porro,0,1,8.2,90,1035381,2024-01-14,1,porro,,
cristian romero,0,0,7.0,90,1035381,2024-01-14,1,romero,27-04-1998,Taurus
micky van de ven,0,0,6.6,89,1035381,2024-01-14,0,ven,,
destiny udogie,0,0,7.3,90,1035381,2024-01-14,1,udogie,28-11-2002,Sagittarius
oliver skipp,0,0,7.2,85,1035381,2024-01-14,1,skipp,,
rodrigo bentancur,1,0,7.7,90,1035381,2024-01-14,1,bentancur,,
pierre-emile højbjerg,0,0,6.7,90,1035381,2024-01-14,0,højbjerg,,
brennan johnson,0,0,6.6,90,1035381,2024-01-14,0,johnson,,
richarlison,1,0,7.6,90,1035381,2024-01-14,1,richarlison,,
timo werner,0,1,7.0,80,1035381,2024-01-14,1,werner,,
bryan gil,0,0,6.3,10,1035381,2024-01-14,0,gil,,
radu drăguşin,0,0,6.6,11,1035381,2024-01-14,0,drăguşin,,
emerson royal,0,0,0.0,1,1035381,2024-01-14,0,royal,,
fraser forster,0,0,0.0,0,1035381,2024-01-14,0,forster,,
brandon austin,0,0,0.0,0,1035381,2024-01-14,0,austin,,
alfie dorrington,0,0,0.0,0,1035381,2024-01-14,0,dorrington,,
yago santiago,0,0,0.0,0,1035381,2024-01-14,0,santiago,,
jamie donley,0,0,0.0,0,1035381,2024-01-14,0,donley,,
david raya,0,0,7.7,90,1035375,2024-01-20,1,raya,15-09-1995,Virgo
benjamin white,0,0,7.3,90,1035375,2024-01-20,1,white,,
william saliba,0,0,7.0,90,1035375,2024-01-20,1,saliba,24-03-2001,Aries
gabriel magalhães,1,0,8.2,81,1035375,2024-01-20,1,magalhães,19-12-1997,Sagittarius
oleksandr zinchenko,0,0,8.3,90,1035375,2024-01-20,1,zinchenko,,
martin ødegaard,0,0,6.9,90,1035375,2024-01-20,0,ødegaard,,
declan rice,0,1,7.2,73,1035375,2024-01-20,1,rice,14-01-1999,Capricorn
kai havertz,0,0,6.6,69,1035375,2024-01-20,0,havertz,11-06-1999,Gemini
bukayo saka,0,0,7.3,90,1035375,2024-01-20,1,saka,,
gabriel jesus,0,1,8.3,81,1035375,2024-01-20,1,jesus,03-04-1997,Aries
leandro trossard,1,0,7.0,69,1035375,2024-01-20,1,trossard,04-12-1994,Sagittarius
emile smith rowe,0,0,6.5,21,1035375,2024-01-20,0,rowe,,
gabriel martinelli,2,0,8.9,21,1035375,2024-01-20,1,martinelli,18-06-2001,Gemini
jorginho,0,1,7.9,17,1035375,2024-01-20,1,jorginho,,
jakub kiwior,0,0,6.7,9,1035375,2024-01-20,0,kiwior,,
edward nketiah,0,1,7.5,9,1035375,2024-01-20,1,nketiah,,
aaron ramsdale,0,0,0.0,0,1035375,2024-01-20,0,ramsdale,,
cédric soares,0,0,0.0,0,1035375,2024-01-20,0,soares,,
reuell walters,0,0,0.0,0,1035375,2024-01-20,0,walters,,
reiss nelson,0,0,0.0,0,1035375,2024-01-20,0,nelson,,
dean henderson,0,0,5.5,90,1035375,2024-01-20,0,henderson,,
chris richards,0,0,6.0,90,1035375,2024-01-20,0,richards,,
joachim andersen,0,0,6.3,90,1035375,2024-01-20,0,andersen,,
marc guéhi,0,0,6.6,87,1035375,2024-01-20,0,guéhi,13-07-2000,Cancer
nathaniel clyne,0,0,6.6,76,1035375,2024-01-20,0,clyne,,
jefferson lerma,0,0,6.6,90,1035375,2024-01-20,0,lerma,,
will hughes,0,0,6.3,68,1035375,2024-01-20,0,hughes,,
tyrick mitchell,0,0,6.5,90,1035375,2024-01-20,0,mitchell,,
jeffrey schlupp,0,0,6.9,76,1035375,2024-01-20,0,schlupp,,
jean-philippe mateta,0,0,6.2,90,1035375,2024-01-20,0,mateta,,
eberechi eze,0,0,7.6,90,1035375,2024-01-20,1,eze,29-06-1998,Cancer
david ozoh,0,0,6.5,22,1035375,2024-01-20,0,ozoh,,
naouirou ahamada,0,0,6.3,14,1035375,2024-01-20,0,ahamada,,
matheus frança,0,0,6.2,14,1035375,2024-01-20,0,frança,,
james tomkins,0,0,6.2,10,1035375,2024-01-20,0,tomkins,,
sam johnstone,0,0,0.0,0,1035375,2024-01-20,0,johnstone,,
tayo adaramola,0,0,0.0,0,1035375,2024-01-20,0,adaramola,,
jaïro riedewald,0,0,0.0,0,1035375,2024-01-20,0,riedewald,,
malcolm ebiowei,0,0,0.0,0,1035375,2024-01-20,0,ebiowei,,
odsonne édouard,0,0,0.0,0,1035375,2024-01-20,0,édouard,,
mark flekken,0,0,6.3,90,1035376,2024-01-20,0,flekken,13-06-1993,Gemini
nathan collins,0,0,6.7,90,1035376,2024-01-20,0,collins,30-04-2001,Taurus
ethan pinnock,0,0,6.9,90,1035376,2024-01-20,0,pinnock,29-05-1993,Gemini
ben mee,1,0,8.0,90,1035376,2024-01-20,1,mee,,
mads roerslev,0,1,6.9,89,1035376,2024-01-20,1,roerslev,,
mikkel damsgaard,0,0,6.5,74,1035376,2024-01-20,0,damsgaard,03-07-2000,Cancer
vitaly janelt,0,0,7.3,90,1035376,2024-01-20,1,janelt,10-05-1998,Taurus
mathias jensen,0,1,7.2,89,1035376,2024-01-20,1,jensen,,
keane lewis-potter,0,0,6.5,89,1035376,2024-01-20,0,lewis-potter,22-02-2001,Pisces
neal maupay,1,0,7.3,74,1035376,2024-01-20,1,maupay,,
ivan toney,1,0,7.9,90,1035376,2024-01-20,1,toney,,
sergio reguilón,0,0,6.6,16,1035376,2024-01-20,0,reguilón,,
shandon baptiste,0,0,6.6,16,1035376,2024-01-20,0,baptiste,,
kristoffer ajer,0,0,6.9,11,1035376,2024-01-20,0,ajer,,
yehor yarmoliuk,0,0,0.0,1,1035376,2024-01-20,0,yarmoliuk,,
joshua dasilva,0,0,6.5,11,1035376,2024-01-20,0,dasilva,,
thomas strakosha,0,0,0.0,0,1035376,2024-01-20,0,strakosha,,
zanka,0,0,0.0,0,1035376,2024-01-20,0,zanka,,
myles peart-harris,0,0,0.0,0,1035376,2024-01-20,0,peart-harris,,
michael olakigbe,0,0,0.0,0,1035376,2024-01-20,0,olakigbe,,
matt turner,0,0,6.3,90,1035376,2024-01-20,0,turner,,
gonzalo montiel,0,0,6.7,86,1035376,2024-01-20,0,montiel,,
andrew omobamidele,0,0,6.3,90,1035376,2024-01-20,0,omobamidele,,
murillo,0,0,6.5,90,1035376,2024-01-20,0,murillo,04-07-2002,Cancer
nuno tavares,0,0,6.6,90,1035376,2024-01-20,0,tavares,,
orel mangala,0,0,6.6,90,1035376,2024-01-20,0,mangala,,
danilo,1,0,7.6,90,1035376,2024-01-20,1,danilo,,
nicolás domínguez,0,0,7.3,90,1035376,2024-01-20,1,domínguez,28-06-1998,Cancer
ryan yates,0,0,6.3,62,1035376,2024-01-20,0,yates,21-11-1997,Scorpio
callum hudson-odoi,0,1,7.2,90,1035376,2024-01-20,1,hudson-odoi,07-11-2000,Scorpio
chris wood,1,0,7.5,90,1035376,2024-01-20,1,wood,07-12-1991,Sagittarius
neco williams,0,0,6.2,28,1035376,2024-01-20,0,williams,13-04-2001,Aries
brandon aguilera,0,0,6.2,15,1035376,2024-01-20,0,aguilera,,
odysseas vlachodimos,0,0,0.0,0,1035376,2024-01-20,0,vlachodimos,,
harry toffolo,0,0,0.0,0,1035376,2024-01-20,0,toffolo,,
joe worrall,0,0,0.0,0,1035376,2024-01-20,0,worrall,,
scott mckenna,0,0,0.0,0,1035376,2024-01-20,0,mckenna,,
jamie mcdonnell,0,0,0.0,0,1035376,2024-01-20,0,mcdonnell,,
joe gardner,0,0,0.0,0,1035376,2024-01-20,0,gardner,,
detlef esapa osong,0,0,0.0,0,1035376,2024-01-20,0,osong,,
wesley foderingham,0,0,7.0,90,1035383,2024-01-21,1,foderingham,,
jayden bogle,0,0,7.3,90,1035383,2024-01-21,1,bogle,,
anel ahmedhodžić,0,0,6.9,90,1035383,2024-01-21,0,ahmedhodžić,,
jack robinson,0,0,7.2,90,1035383,2024-01-21,1,robinson,,
auston trusty,0,0,7.5,80,1035383,2024-01-21,1,trusty,,
vinícius souza,0,0,6.7,88,1035383,2024-01-21,0,souza,,
james mcatee,0,0,6.9,90,1035383,2024-01-21,0,mcatee,,
gustavo hamer,0,0,7.2,90,1035383,2024-01-21,1,hamer,,
andre brooks,0,0,6.6,80,1035383,2024-01-21,0,brooks,08-07-1997,Cancer
ben brereton díaz,1,0,7.2,67,1035383,2024-01-21,1,díaz,13-01-1997,Capricorn
william osula,0,0,6.3,45,1035383,2024-01-21,0,osula,,
oliver mcburnie,1,0,7.6,45,1035383,2024-01-21,1,mcburnie,,
cameron archer,0,0,6.7,23,1035383,2024-01-21,0,archer,,
rhys norrington-davies,0,0,6.7,10,1035383,2024-01-21,0,norrington-davies,,
rhian brewster,0,0,5.6,13,1035383,2024-01-21,0,brewster,,
oliver norwood,0,0,6.5,16,1035383,2024-01-21,0,norwood,,
jordan amissah,0,0,0.0,0,1035383,2024-01-21,0,amissah,,
femi seriki,0,0,0.0,0,1035383,2024-01-21,0,seriki,,
jili buyabu,0,0,0.0,0,1035383,2024-01-21,0,buyabu,,
ben osborn,0,0,0.0,0,1035383,2024-01-21,0,osborn,,
alphonse aréola,0,0,6.9,89,1035383,2024-01-21,0,aréola,,
vladimír coufal,0,0,6.2,90,1035383,2024-01-21,0,coufal,,
konstantinos mavropanos,0,0,6.3,90,1035383,2024-01-21,0,mavropanos,,
kurt zouma,0,0,7.0,90,1035383,2024-01-21,1,zouma,,
emerson palmieri,0,0,6.9,90,1035383,2024-01-21,0,palmieri,,
maxwel cornet,1,0,7.0,70,1035383,2024-01-21,1,cornet,,
tomáš souček,0,0,7.6,90,1035383,2024-01-21,1,souček,,
james ward-prowse,1,0,7.9,90,1035383,2024-01-21,1,ward-prowse,,
pablo fornals,0,0,6.9,90,1035383,2024-01-21,0,fornals,,
danny ings,0,0,7.5,89,1035383,2024-01-21,1,ings,,
jarrod bowen,0,0,6.6,90,1035383,2024-01-21,0,bowen,,
ben johnson,0,0,6.5,20,1035383,2024-01-21,0,johnson,,
łukasz fabiański,0,0,0.0,1,1035383,2024-01-21,0,fabiański,,
divin mubama,0,0,6.3,8,1035383,2024-01-21,0,mubama,,
aaron cresswell,0,0,0.0,0,1035383,2024-01-21,0,cresswell,,
kaelan casey,0,0,0.0,0,1035383,2024-01-21,0,casey,,
angelo ogbonna,0,0,0.0,0,1035383,2024-01-21,0,ogbonna,,
oliver scarles,0,0,0.0,0,1035383,2024-01-21,0,scarles,,
lewis orford,0,0,0.0,0,1035383,2024-01-21,0,orford,,
callum marshall,0,0,0.0,0,1035383,2024-01-21,0,marshall,,
neto,0,0,6.2,90,1035374,2024-01-21,0,neto,09-03-2000,Pisces
max aarons,0,0,6.5,87,1035374,2024-01-21,0,aarons,,
illia zabarnyi,0,0,6.3,90,1035374,2024-01-21,0,zabarnyi,01-09-2002,Virgo
chris mepham,0,0,6.3,90,1035374,2024-01-21,0,mepham,,
james hill,0,0,7.0,55,1035374,2024-01-21,1,hill,,
lewis cook,0,0,6.6,83,1035374,2024-01-21,0,cook,03-02-1997,Aquarius
ryan christie,0,0,6.6,90,1035374,2024-01-21,0,christie,22-02-1995,Pisces
marcus tavernier,0,0,7.3,90,1035374,2024-01-21,1,tavernier,22-03-1999,Aries
justin kluivert,0,0,6.2,69,1035374,2024-01-21,0,kluivert,05-05-1999,Taurus
luis sinisterra,0,0,6.7,55,1035374,2024-01-21,0,sinisterra,,
dominic solanke,0,0,6.7,83,1035374,2024-01-21,0,solanke,14-09-1997,Virgo
lloyd kelly,0,0,6.3,35,1035374,2024-01-21,0,kelly,,
alex scott,0,0,6.6,35,1035374,2024-01-21,0,scott,,
david brooks,0,0,6.6,21,1035374,2024-01-21,0,brooks,08-07-1997,Cancer
philip billing,0,0,6.5,16,1035374,2024-01-21,0,billing,,
kieffer moore,0,0,6.3,16,1035374,2024-01-21,0,moore,,
mark travers,0,0,0.0,0,1035374,2024-01-21,0,travers,,
ben greenwood,0,0,0.0,0,1035374,2024-01-21,0,greenwood,,
gavin kilkenny,0,0,0.0,0,1035374,2024-01-21,0,kilkenny,,
emiliano marcondes,0,0,0.0,0,1035374,2024-01-21,0,marcondes,,
alisson,0,0,7.0,90,1035374,2024-01-21,1,alisson,,
conor bradley,0,1,7.0,83,1035374,2024-01-21,1,bradley,,
ibrahima konaté,0,0,7.9,90,1035374,2024-01-21,1,konaté,25-05-1999,Gemini
virgil van dijk,0,0,7.7,90,1035374,2024-01-21,1,dijk,08-07-1991,Cancer
joe gomez,0,1,7.2,90,1035374,2024-01-21,1,gomez,,
harvey elliott,0,0,7.3,64,1035374,2024-01-21,1,elliott,,
alexis mac allister,0,0,7.9,90,1035374,2024-01-21,1,allister,24-12-1998,Capricorn
curtis jones,0,0,7.5,83,1035374,2024-01-21,1,jones,,
luis díaz,0,0,6.6,64,1035374,2024-01-21,0,díaz,13-01-1997,Capricorn
diogo jota,2,1,9.3,89,1035374,2024-01-21,1,jota,04-12-1996,Sagittarius
darwin núñez,2,0,8.9,90,1035374,2024-01-21,1,núñez,24-06-1999,Cancer
ryan gravenberch,0,0,6.6,26,1035374,2024-01-21,0,gravenberch,16-05-2002,Taurus
cody gakpo,0,1,6.9,26,1035374,2024-01-21,1,gakpo,07-05-1999,Taurus
owen beck,0,0,6.7,16,1035374,2024-01-21,0,beck,,
bobby clark,0,0,6.3,16,1035374,2024-01-21,0,clark,,
kaide gordon,0,0,0.0,1,1035374,2024-01-21,0,gordon,24-02-2001,Pisces
caoimhin kelleher,0,0,0.0,0,1035374,2024-01-21,0,kelleher,,
adrián,0,0,0.0,0,1035374,2024-01-21,0,adrián,,
jarell quansah,0,0,0.0,0,1035374,2024-01-21,0,quansah,,
james mcconnell,0,0,0.0,0,1035374,2024-01-21,0,mcconnell,,
james trafford,0,0,6.3,90,1035435,2024-03-03,0,trafford,,
lorenz assignon,0,0,6.7,90,1035435,2024-03-03,0,assignon,,
dara o'shea,0,0,6.6,89,1035435,2024-03-03,0,o'shea,,
maxime estève,0,0,7.0,90,1035435,2024-03-03,1,estève,,
charlie taylor,0,0,7.0,90,1035435,2024-03-03,1,taylor,,
vitinho,0,0,6.7,76,1035435,2024-03-03,0,vitinho,,
sander berge,0,0,7.3,90,1035435,2024-03-03,1,berge,,
josh cullen,0,0,7.0,89,1035435,2024-03-03,1,cullen,,
wilson odobert,0,0,7.9,90,1035435,2024-03-03,1,odobert,28-11-2004,Sagittarius
david datro fofana,0,0,6.5,90,1035435,2024-03-03,0,fofana,17-12-2000,Sagittarius
jacob bruun larsen,0,0,7.3,69,1035435,2024-03-03,1,larsen,,
zeki amdouni,0,0,6.6,21,1035435,2024-03-03,0,amdouni,,
manuel benson,0,0,7.0,14,1035435,2024-03-03,1,benson,,
jóhann guðmundsson,0,0,0.0,1,1035435,2024-03-03,0,guðmundsson,,
jay rodriguez,0,0,0.0,1,1035435,2024-03-03,0,rodriguez,,
arijanet murić,0,0,0.0,0,1035435,2024-03-03,0,murić,,
hjalmar ekdal,0,0,0.0,0,1035435,2024-03-03,0,ekdal,,
hannes delcroix,0,0,0.0,0,1035435,2024-03-03,0,delcroix,,
jack cork,0,0,0.0,0,1035435,2024-03-03,0,cork,,
mike trésor,0,0,0.0,0,1035435,2024-03-03,0,trésor,,
neto,0,0,7.9,90,1035435,2024-03-03,1,neto,09-03-2000,Pisces
adam smith,0,0,7.2,90,1035435,2024-03-03,1,smith,,
illia zabarnyi,0,0,7.2,90,1035435,2024-03-03,1,zabarnyi,01-09-2002,Virgo
marcos senesi,0,0,6.9,12,1035435,2024-03-03,0,senesi,,
miloš kerkez,0,0,7.3,89,1035435,2024-03-03,1,kerkez,07-11-2003,Scorpio
ryan christie,0,0,6.5,45,1035435,2024-03-03,0,christie,22-02-1995,Pisces
lewis cook,0,2,8.0,90,1035435,2024-03-03,1,cook,03-02-1997,Aquarius
antoine semenyo,1,0,7.9,90,1035435,2024-03-03,1,semenyo,07-01-2000,Capricorn
justin kluivert,1,0,7.3,73,1035435,2024-03-03,1,kluivert,05-05-1999,Taurus
marcus tavernier,0,0,7.2,90,1035435,2024-03-03,1,tavernier,22-03-1999,Aries
dominic solanke,0,0,6.9,89,1035435,2024-03-03,0,solanke,14-09-1997,Virgo
chris mepham,0,0,6.7,78,1035435,2024-03-03,0,mepham,,
alex scott,0,0,6.5,45,1035435,2024-03-03,0,scott,,
philip billing,0,0,6.7,17,1035435,2024-03-03,0,billing,,
dango ouattara,0,0,6.5,8,1035435,2024-03-03,0,ouattara,11-02-2002,Aquarius
enes ünal,0,0,6.2,8,1035435,2024-03-03,0,ünal,,
mark travers,0,0,0.0,0,1035435,2024-03-03,0,travers,,
max kinsey-wellings,0,0,0.0,0,1035435,2024-03-03,0,kinsey-wellings,,
luis sinisterra,0,0,0.0,0,1035435,2024-03-03,0,sinisterra,,
romain faivre,0,0,0.0,0,1035435,2024-03-03,0,faivre,,
ederson,0,0,6.7,90,1035439,2024-03-03,0,ederson,,
kyle walker,0,0,7.7,90,1035439,2024-03-03,1,walker,,
rúben dias,0,0,6.9,90,1035439,2024-03-03,0,dias,,
nathan aké,0,0,7.5,90,1035439,2024-03-03,1,aké,,
rodri,0,2,9.0,90,1035439,2024-03-03,1,rodri,22-06-1996,Cancer
john stones,0,0,6.9,90,1035439,2024-03-03,0,stones,,
phil foden,2,0,9.9,89,1035439,2024-03-03,1,foden,28-05-2000,Gemini
bernardo silva,0,0,8.3,90,1035439,2024-03-03,1,silva,10-08-1994,Leo
kevin de bruyne,0,0,8.3,90,1035439,2024-03-03,1,bruyne,,
jérémy doku,0,0,7.2,59,1035439,2024-03-03,1,doku,,
erling haaland,1,0,6.3,90,1035439,2024-03-03,1,haaland,21-07-2000,Cancer
julián álvarez,0,1,6.9,31,1035439,2024-03-03,1,álvarez,,
oscar bobb,0,0,0.0,1,1035439,2024-03-03,0,bobb,,
stefan ortega,0,0,0.0,0,1035439,2024-03-03,0,ortega,,
manuel akanji,0,0,0.0,0,1035439,2024-03-03,0,akanji,,
joško gvardiol,0,0,0.0,0,1035439,2024-03-03,0,gvardiol,,
sergio gómez,0,0,0.0,0,1035439,2024-03-03,0,gómez,,
matheus nunes,0,0,0.0,0,1035439,2024-03-03,0,nunes,27-08-1998,Virgo
rico lewis,0,0,0.0,0,1035439,2024-03-03,0,lewis,21-11-2004,Scorpio
mateo kovačić,0,0,0.0,0,1035439,2024-03-03,0,kovačić,,
andré onana,0,0,7.9,90,1035439,2024-03-03,1,onana,20-08-2001,Leo
diogo dalot,0,0,7.2,90,1035439,2024-03-03,1,dalot,18-03-1999,Pisces
raphaël varane,0,0,6.3,90,1035439,2024-03-03,0,varane,,
jonny evans,0,0,7.3,69,1035439,2024-03-03,1,evans,,
victor lindelöf,0,0,6.3,90,1035439,2024-03-03,0,lindelöf,,
casemiro,0,0,7.3,90,1035439,2024-03-03,1,casemiro,23-02-1992,Pisces
kobbie mainoo,0,0,7.0,82,1035439,2024-03-03,1,mainoo,19-04-2005,Aries
alejandro garnacho,0,0,6.2,82,1035439,2024-03-03,0,garnacho,01-07-2004,Cancer
scott mctominay,0,0,6.7,90,1035439,2024-03-03,0,mctominay,,
bruno fernandes,0,1,7.2,90,1035439,2024-03-03,1,fernandes,08-09-1994,Virgo
marcus rashford,1,0,6.9,75,1035439,2024-03-03,1,rashford,,
willy kambwala,0,0,6.0,21,1035439,2024-03-03,0,kambwala,,
antony,0,0,6.3,15,1035439,2024-03-03,0,antony,,
sofyan amrabat,0,0,3.6,8,1035439,2024-03-03,0,amrabat,,
omari forson,0,0,6.5,8,1035439,2024-03-03,0,forson,,
altay bayındır,0,0,0.0,0,1035439,2024-03-03,0,bayındır,,
habeeb ogunneye,0,0,0.0,0,1035439,2024-03-03,0,ogunneye,,
toby collyer,0,0,0.0,0,1035439,2024-03-03,0,collyer,,
amad diallo,0,0,0.0,0,1035439,2024-03-03,0,diallo,11-07-2002,Cancer
christian eriksen,0,0,0.0,0,1035439,2024-03-03,0,eriksen,,
ivo grbić,0,0,5.7,90,1035442,2024-03-04,0,grbić,,
jayden bogle,0,0,5.5,90,1035442,2024-03-04,0,bogle,,
anel ahmedhodžić,0,0,5.5,64,1035442,2024-03-04,0,ahmedhodžić,,
jack robinson,0,0,6.9,90,1035442,2024-03-04,0,robinson,,
auston trusty,0,0,5.9,90,1035442,2024-03-04,0,trusty,,
james mcatee,0,0,6.2,45,1035442,2024-03-04,0,mcatee,,
oliver norwood,0,0,6.5,17,1035442,2024-03-04,0,norwood,,
vinícius souza,0,0,6.5,90,1035442,2024-03-04,0,souza,,
tom davies,0,0,6.2,45,1035442,2024-03-04,0,davies,,
gustavo hamer,0,0,5.9,90,1035442,2024-03-04,0,hamer,,
oliver mcburnie,0,0,6.5,45,1035442,2024-03-04,0,mcburnie,,
ben osborn,0,0,6.3,73,1035442,2024-03-04,0,osborn,,
george baldock,0,0,6.3,45,1035442,2024-03-04,0,baldock,,
andre brooks,0,0,6.5,45,1035442,2024-03-04,0,brooks,08-07-1997,Cancer
william osula,0,0,6.3,45,1035442,2024-03-04,0,osula,,
oliver arblaster,0,0,6.6,26,1035442,2024-03-04,0,arblaster,,
wesley foderingham,0,0,0.0,0,1035442,2024-03-04,0,foderingham,,
yasser larouci,0,0,0.0,0,1035442,2024-03-04,0,larouci,,
sydie peck,0,0,0.0,0,1035442,2024-03-04,0,peck,,
ben brereton díaz,0,0,0.0,0,1035442,2024-03-04,0,díaz,13-01-1997,Capricorn
david raya,0,0,6.6,90,1035442,2024-03-04,0,raya,15-09-1995,Virgo
benjamin white,1,0,7.9,65,1035442,2024-03-04,1,white,,
william saliba,0,0,7.7,90,1035442,2024-03-04,1,saliba,24-03-2001,Aries
gabriel magalhães,0,0,7.7,90,1035442,2024-03-04,1,magalhães,19-12-1997,Sagittarius
jakub kiwior,0,1,8.0,90,1035442,2024-03-04,1,kiwior,,
martin ødegaard,1,0,8.9,90,1035442,2024-03-04,1,ødegaard,,
jorginho,0,0,7.3,65,1035442,2024-03-04,1,jorginho,,
declan rice,1,0,8.2,74,1035442,2024-03-04,1,rice,14-01-1999,Capricorn
bukayo saka,0,1,7.9,45,1035442,2024-03-04,1,saka,,
kai havertz,1,1,8.7,90,1035442,2024-03-04,1,havertz,11-06-1999,Gemini
gabriel martinelli,1,1,8.2,64,1035442,2024-03-04,1,martinelli,18-06-2001,Gemini
fábio vieira,0,0,6.9,45,1035442,2024-03-04,0,vieira,,
gabriel jesus,0,0,7.2,26,1035442,2024-03-04,1,jesus,03-04-1997,Aries
cédric soares,0,0,6.7,25,1035442,2024-03-04,0,soares,,
thomas partey,0,0,6.6,25,1035442,2024-03-04,0,partey,13-06-1993,Gemini
leandro trossard,0,0,6.7,16,1035442,2024-03-04,0,trossard,04-12-1994,Sagittarius
aaron ramsdale,0,0,0.0,0,1035442,2024-03-04,0,ramsdale,,
emile smith rowe,0,0,0.0,0,1035442,2024-03-04,0,rowe,,
reiss nelson,0,0,0.0,0,1035442,2024-03-04,0,nelson,,
edward nketiah,0,0,0.0,0,1035442,2024-03-04,0,nketiah,,
andré onana,0,0,8.2,90,1035451,2024-03-09,1,onana,20-08-2001,Leo
diogo dalot,0,0,7.3,90,1035451,2024-03-09,1,dalot,18-03-1999,Pisces
jonny evans,0,0,7.3,89,1035451,2024-03-09,1,evans,,
raphaël varane,0,0,7.2,90,1035451,2024-03-09,1,varane,,
victor lindelöf,0,0,7.2,90,1035451,2024-03-09,1,lindelöf,,
scott mctominay,0,0,7.2,90,1035451,2024-03-09,1,mctominay,,
casemiro,0,0,7.6,90,1035451,2024-03-09,1,casemiro,23-02-1992,Pisces
kobbie mainoo,0,0,6.7,79,1035451,2024-03-09,0,mainoo,19-04-2005,Aries
bruno fernandes,1,0,8.3,90,1035451,2024-03-09,1,fernandes,08-09-1994,Virgo
alejandro garnacho,0,0,7.2,83,1035451,2024-03-09,1,garnacho,01-07-2004,Cancer
marcus rashford,1,0,7.5,90,1035451,2024-03-09,1,rashford,,
sofyan amrabat,0,0,6.9,11,1035451,2024-03-09,0,amrabat,,
antony,0,0,6.7,12,1035451,2024-03-09,0,antony,,
willy kambwala,0,0,0.0,1,1035451,2024-03-09,0,kambwala,,
altay bayındır,0,0,0.0,0,1035451,2024-03-09,0,bayındır,,
dermot mee,0,0,0.0,0,1035451,2024-03-09,0,mee,,
habeeb ogunneye,0,0,0.0,0,1035451,2024-03-09,0,ogunneye,,
toby collyer,0,0,0.0,0,1035451,2024-03-09,0,collyer,,
amad diallo,0,0,0.0,0,1035451,2024-03-09,0,diallo,11-07-2002,Cancer
christian eriksen,0,0,0.0,0,1035451,2024-03-09,0,eriksen,,
jordan pickford,0,0,8.2,90,1035451,2024-03-09,1,pickford,,
ben godfrey,0,0,6.5,90,1035451,2024-03-09,0,godfrey,,
james tarkowski,0,0,6.9,90,1035451,2024-03-09,0,tarkowski,,
jarrad branthwaite,0,0,6.6,90,1035451,2024-03-09,0,branthwaite,,
vitaliy mykolenko,0,0,6.2,88,1035451,2024-03-09,0,mykolenko,,
jack harrison,0,0,6.7,61,1035451,2024-03-09,0,harrison,,
james garner,0,0,7.5,75,1035451,2024-03-09,1,garner,,
amadou onana,0,0,7.6,90,1035451,2024-03-09,1,onana,20-08-2001,Leo
dwight mcneil,0,0,7.9,90,1035451,2024-03-09,1,mcneil,,
abdoulaye doucouré,0,0,6.3,61,1035451,2024-03-09,0,doucouré,,
beto,0,0,7.3,61,1035451,2024-03-09,1,beto,,
andré gomes,0,0,6.6,29,1035451,2024-03-09,0,gomes,,
lewis dobbin,0,0,6.7,29,1035451,2024-03-09,0,dobbin,,
dominic calvert-lewin,0,0,6.7,29,1035451,2024-03-09,0,calvert-lewin,,
ashley young,0,0,6.6,15,1035451,2024-03-09,0,young,,
youssef chermiti,0,0,0.0,2,1035451,2024-03-09,0,chermiti,,
joão virgínia,0,0,0.0,0,1035451,2024-03-09,0,virgínia,,
séamus coleman,0,0,0.0,0,1035451,2024-03-09,0,coleman,,
michael keane,0,0,0.0,0,1035451,2024-03-09,0,keane,,
nathan patterson,0,0,0.0,0,1035451,2024-03-09,0,patterson,,
neto,0,0,8.3,90,1035444,2024-03-09,1,neto,09-03-2000,Pisces
adam smith,0,0,6.3,74,1035444,2024-03-09,0,smith,,
chris mepham,0,0,7.6,90,1035444,2024-03-09,1,mepham,,
illia zabarnyi,0,0,6.9,90,1035444,2024-03-09,0,zabarnyi,01-09-2002,Virgo
miloš kerkez,0,0,7.0,45,1035444,2024-03-09,1,kerkez,07-11-2003,Scorpio
ryan christie,0,1,8.9,74,1035444,2024-03-09,1,christie,22-02-1995,Pisces
lewis cook,0,0,7.5,90,1035444,2024-03-09,1,cook,03-02-1997,Aquarius
antoine semenyo,0,0,6.3,90,1035444,2024-03-09,0,semenyo,07-01-2000,Capricorn
justin kluivert,0,0,6.7,62,1035444,2024-03-09,0,kluivert,05-05-1999,Taurus
marcus tavernier,0,0,7.6,62,1035444,2024-03-09,1,tavernier,22-03-1999,Aries
dominic solanke,0,0,7.0,90,1035444,2024-03-09,1,solanke,14-09-1997,Virgo
dango ouattara,1,1,8.9,45,1035444,2024-03-09,1,ouattara,11-02-2002,Aquarius
luis sinisterra,0,0,7.3,28,1035444,2024-03-09,1,sinisterra,,
enes ünal,1,0,7.3,28,1035444,2024-03-09,1,ünal,,
philip billing,0,0,7.3,16,1035444,2024-03-09,1,billing,,
